"item_id","bi_st","category","sku"
730758,Net,Men's Fashion,MEFBNB5A046DA911527-L
730760,Gross,Appliances,APPWES5A01B799C8AF0
730761,Net,Books,BKSTEX59AC83D529B74
730762,Valid,Beauty & Grooming,BAGKEM5A583C3923C5E
730763,Valid,Men's Fashion,MEFMIL59ABBF3C084D5-41
730765,Valid,Mobiles & Tablets,MATSPA59BA2585D4D80
730766,Valid,Beauty & Grooming,BAGANG5A5862EC3E7B3
730767,Valid,Books,BKSTRA59F192793463E
730768,Valid,Superstore,PSO5A43482AF3C58
730769,Net,Women's Fashion,WOFDEA59F1ED0620323
730770,Net,Women's Fashion,WOFDEA59F1ED66017E1
730771,Net,Appliances,APPKEN59CA0753F2571
730772,Net,Beauty & Grooming,BAGBUK5A013F727252D
730773,Net,Beauty & Grooming,BAGKUR59AC813836516
730774,Valid,Mobiles & Tablets,MATSAM59B7EAD1255DD
730775,Net,Appliances,APPDAW5A05B230530FA
730776,Valid,Mobiles & Tablets,MATLEN5A000D63006BF
730777,Valid,Health & Sports,HASWEB59ADA3744719E
730778,Valid,Health & Sports,HASWEB59ADA34CB0E0B
730779,Valid,Appliances,APPCAM5A27C2E0831D6
730780,Net,Mobiles & Tablets,MATROM59DCCE873C6DA
730781,Valid,Mobiles & Tablets,MATSPA59BA2585D4D80
730782,Valid,Beauty & Grooming,BAGANG5A5862EC3E7B3
730783,Valid,Books,BKSTRA59F192793463E
730784,Valid,Superstore,BRA5A5726A16F93D
730785,Valid,Superstore,DYN5A0029AA84C51
730786,Valid,Beauty & Grooming,BAGLOR5A12C5B888279
730787,Valid,Beauty & Grooming,BAGANG5A5862EC3E7B3
730788,Valid,Mobiles & Tablets,MATSPA59BA2585D4D80
730789,Valid,Books,BKSTRA59F192793463E
730790,Valid,Superstore,BRA5A5726A16F93D
730791,Valid,Beauty & Grooming,BAGLOR5A12C5B888279
730792,Valid,Home & Living,HALBRA5A5726B29E20C
730793,Valid,Beauty & Grooming,BAGANG5A5862EC3E7B3
730794,Valid,Books,BKSTRA59F192793463E
730795,Valid,Superstore,BRA5A5726A16F93D
730796,Valid,Beauty & Grooming,BAGLOR5A12C5B6DC207
730797,Valid,Mobiles & Tablets,MATSPA59BA2585D4D80
730798,Net,Men's Fashion,MEFHYP5A54760A7935A
730799,Valid,Women's Fashion,WOFMAU5A37998915FFC-Not_Applicable
730801,Valid,Mobiles & Tablets,MATAUD5A4B2342D8C0C
730802,Gross,Mobiles & Tablets,MATLEN5A000D61541EB
730803,Valid,Mobiles & Tablets,MATTEL5A462528E403F
730804,Net,Women's Fashion,WOFGUL59AD7D91CC706
730805,Net,Women's Fashion,WOFGUL59C24CC565C8B
730806,Net,Women's Fashion,WOFGUL59BAAAF654951
730807,Valid,Kids & Baby,KABANG5A02DFF7CED81
730808,Net,Appliances,APPZEE5A3BAA0C4FF61
730809,Valid,Men's Fashion,MEFWIN5A263D6DC789C
730810,Valid,Mobiles & Tablets,MATCHA5A267DB16CA47
730811,Valid,Mobiles & Tablets,MATLEN59C357C3BB886
730812,Valid,Women's Fashion,WOFLAL5A1BE22A82B91
730813,Valid,Men's Fashion,MEFWIN5A263D6DC789C
730814,Gross,Mobiles & Tablets,MATCHA5A267DB16CA47
730815,Net,Women's Fashion,WOFALK59ACD24AA9CA8
730816,Net,Women's Fashion,WOFALK59ACD271CC134
730817,Valid,Men's Fashion,MEFAYB59FAB69289301-10
730819,Valid,Computing,COMSHA59EDF2E6D6C5F
730820,Valid,Mobiles & Tablets,MATBIS5A06C28E47950
730821,Valid,Beauty & Grooming,BAGTEL59BA84A7F202A
730822,Net,Beauty & Grooming,BAGSAE5A002F0E57F42
730823,Net,Beauty & Grooming,BAGANG5A5862EC3E7B3
730824,Net,Beauty & Grooming,BAGSAE5A002F05C5995
730825,Net,Beauty & Grooming,BAGSAE5A0035E429474
730826,Net,Beauty & Grooming,BAGFEM59AC7F4714ECB
730827,Net,Beauty & Grooming,BAGFEM59AC7F40277CB
730828,Net,Beauty & Grooming,BAGSAE5A002F0026824
730829,Net,Beauty & Grooming,BAGSAM59AC83841D111
730830,Net,Men's Fashion,MEFNAR59F725693DD8A
730831,Gross,Mobiles & Tablets,MATSAM59B7EAD54BDDC
730832,Net,Computing,COMLEN5A0416FA3DA2C
730833,Valid,Mobiles & Tablets,MATAPP59D4D1F18B52D
730834,Valid,Mobiles & Tablets,MATSPA59BA2585D4D80
730835,Valid,Mobiles & Tablets,MATINF5A0ADCBFAC096
730836,Valid,Superstore,BRA5A57269C0BBFD
730837,Net,Entertainment,ENTPRO5A0D7EE1A6273
730838,Net,Computing,COMWOR5A1FB2A9E802A
730839,Valid,Appliances,APPHED59D4898EA27A8
730840,Valid,Entertainment,ENTHAI5A0BF1852636A
730841,Valid,Women's Fashion,WOFLAL59BA451BA6BDB
730842,Valid,Mobiles & Tablets,MATSPA59BA2585D4D80
730843,Valid,Women's Fashion,WOFLAL5A0AE09D9ADE1
730844,Net,Men's Fashion,MEFPRI5A5470A133FB2-34
730846,Net,Men's Fashion,MEFPRI59F0E49B7FFCA-34
730848,Gross,Men's Fashion,MEFMIL5A433D71C3733-43
730850,Net,Women's Fashion,WOFGUL59B7B1B72DBBD
730851,Net,Women's Fashion,WOFGUL59BAF9CC872DC
730852,Gross,Appliances,APPSOG59EF4CD99B3B4
730853,Net,Women's Fashion,WOFDEA59F1ED66017E1
730854,Net,Women's Fashion,WOFVAL59D5EA27AA7B2-M
730856,Net,Women's Fashion,WOFVAL59D5E9866D327-M
730858,Net,Women's Fashion,WOFVAL59D5E9DFC4B54-M
730860,Net,Women's Fashion,WOFVAL59D5EA1591A2E-M
730862,Net,Women's Fashion,WOFVAL59D5EA1E8E4E1-M
730864,Net,Women's Fashion,WOFVAL59D5E9E8B8DAC-M
730866,Net,Women's Fashion,WOFDEA59F1ED66017E1
730867,Valid,Men's Fashion,MEFKUR59AD96B6CAF8A
730868,Net,Health & Sports,HASTRE59AD37055080E
730869,Net,Women's Fashion,WOFDEA5A2A88AB17871
730870,Net,Women's Fashion,WOFDEA5A44C01374512
730871,Net,Kids & Baby,KABSHO59F82DF284DD7
730872,Net,Kids & Baby,KABDYN5A0029BF3322A
730873,Net,Kids & Baby,KABHOT5A0447A42ECE7
730874,Net,Kids & Baby,KABNAD59E0AD12EA01E
730875,Net,Kids & Baby,KABPLA5A3A0616B6F3B
730876,Net,Kids & Baby,KABANG5A02DFF49F600
730877,Gross,Mobiles & Tablets,MATAPP5A153A5E240A0
730878,Valid,Men's Fashion,MEFDEA59F1EE63715D7-M
730880,Net,Appliances,APPBIN5A09738A2BED0
730881,Net,School & Education,SADNAD59E0AC3D36BBB
730882,Net,Home & Living,HALSHO59F868D704CF8
730883,Net,Appliances,APPBIN5A0973864B8BD
730884,Valid,Women's Fashion,WOFFAR59BA97148E31D
730885,Gross,Beauty & Grooming,BAGBRA5A58530BDB432
730886,Net,Men's Fashion,MEFMUN59ADC5B9B10F9
730887,Gross,Women's Fashion,WOFGUL59B7B0BB0AEE5
730888,Gross,Women's Fashion,WOFGUL59B7B1B72DBBD
730889,Gross,Appliances,APPWAV5A0AC3FAB7143
730890,Net,Men's Fashion,MEFVAR5A55B309E5245
730891,Net,Computing,COMHP5A0416FB4BFFF
730892,Net,Kids & Baby,KABHED59D3832D8BC07
730893,Valid,Mobiles & Tablets,MATSPA59BA2585D4D80
730894,Net,Appliances,APPFAN59BA2B8E1C373
730895,Net,Beauty & Grooming,BAGSAE5A002F071EE66
730896,Valid,Beauty & Grooming,BAGAMA5A4B7B5214B53
730897,Net,Women's Fashion,WOFALK5A12AD20C4087
730898,Net,Beauty & Grooming,BAGLAZ5A549669F2F06
730899,Gross,Mobiles & Tablets,MATHTC59C9077708A75
730900,Net,Mobiles & Tablets,MATHRT5A3A12BC36911
730901,Net,Soghaat,SOGALM5A2FD9045767F
730902,Net,Women's Fashion,WOFIMA59AD8F6F84FF3-XXL
730904,Valid,Men's Fashion,MEFRUB59CAC23062291
730905,Valid,Beauty & Grooming,BAGAMA5A4B7B5214B53
730906,Net,Men's Fashion,MEFMUT5A0C5980433C2
730907,Net,Men's Fashion,MEFECH5A4B608481D6D-XL
730909,Net,Men's Fashion,MEFBUY5A325E70632D1-XL
730911,Net,Home & Living,HALDYN5A00299D14A97
730912,Net,Appliances,APPHED59D787DB3D11B
730913,Net,Appliances,APPWES5A585381D2555
730914,Gross,Mobiles & Tablets,MATSAM59DB758C26262
730915,Net,Appliances,APPSHO5A32337F73940
730916,Net,Men's Fashion,MEFRAF5A2A2D824B045-M
730918,Valid,Mobiles & Tablets,MATHUA59B7EAFC6693F
730919,Net,Women's Fashion,WOFLAL59ACB87D1A8B4
730920,Net,Women's Fashion,WOFALK5A12AD20C4087
730921,Net,Appliances,APPNAT5A58538564FD7
730922,Valid,Mobiles & Tablets,MATHUA59B7EAFC6693F
730923,Net,Mobiles & Tablets,MATAUD5A4B23459C944
730924,Net,Home & Living,HALSHO59F869373FFAC
730925,Net,Home & Living,HALTEL59AC882E78350
730926,Valid,Beauty & Grooming,BAGNOV5A2FDFCB2A7BC
730927,Net,Women's Fashion,WOFGUL59B7B1B72DBBD
730928,Valid,Home & Living,HALHOM59E05A7AA36E9
730929,Valid,Home & Living,HALHOM59E05A1BEC5EE
730930,Gross,Beauty & Grooming,BAGPHI5A42252987E16
730931,Net,Women's Fashion,WOFGUL59B7B05922555
730932,Net,Women's Fashion,WOFGUL59BAAA0378199
730933,Net,Women's Fashion,WOFGUL59B7B0A65F46D
730934,Valid,Mobiles & Tablets,MATPAN5A436B5A1F2B4
730935,Net,Women's Fashion,WOFGUL59B7B1B72DBBD
730936,Net,Books,BKSTRA59F192793463E
730937,Net,Women's Fashion,WOFGUL59B7B0A65F46D
730938,Net,Women's Fashion,WOFALK59ACD2462B271
730939,Net,Appliances,APPANE5A584FF945176
730940,Net,Home & Living,HALCLI5A1EA4DECC6C9
730941,Net,Home & Living,HALDYN5A00299858EA6
730942,Gross,Men's Fashion,MEFBIS5A06C28DD4F8F
730943,Net,Soghaat,SOGALM5A2FD85ACEF38
730944,Net,Soghaat,SOGALM5A2FD857C2F39
730945,Net,Soghaat,SOGALM5A2FD8599F192
730946,Gross,Beauty & Grooming,BAGSHA59EDFF487D25D
730947,Gross,Beauty & Grooming,BAGCHA5A1EA3ABC09E1
730948,Valid,Mobiles & Tablets,MATSAM59B7EB2BAF0D0
730949,Valid,Men's Fashion,MEFBNB59FC74FFCBC1B-L
730951,Net,Mobiles & Tablets,MATHUA5A4625234D6B3
730952,Net,Mobiles & Tablets,MATHUA5A3777AE20DF5
730953,Gross,Men's Fashion,MEFAYB59FAB690603B4
730954,Net,Women's Fashion,WOFOXF59ADCA2461FF1-40
730956,Net,Women's Fashion,WOFGUL59AD7DF27038E
730957,Net,Appliances,APPHAI5A0A0241ED154
730958,Net,Women's Fashion,WOFGUL59ACD0CD9B1E0
730959,Gross,Women's Fashion,WOFGUL59C2434A8E286
730960,Valid,Soghaat,SOGMUL5A2FCAD54EED6
730961,Valid,Home & Living,HALSHO59F835E4825D4
730962,Valid,Home & Living,HALSHO59F83740BD6CE
730963,Valid,Home & Living,HALNAD59E0AD7728A6D
730964,Valid,Soghaat,SOGSND5A4375431C7D4
730965,Net,Women's Fashion,WOFHYP5A4DD514A286B
730966,Valid,Health & Sports,HASRAJ59AC85A0CD3E0
730967,Valid,Kids & Baby,KABNAD59E0ABDFF21EA
730968,Valid,Mobiles & Tablets,MATTOO59D720BF3C585
730969,Net,Men's Fashion,MEFRAF5A2A2D824B045-L
730971,Net,Women's Fashion,WOFDEA59F1ED66017E1
730972,Net,Women's Fashion,WOFGUL59ACD09836DAF
730973,Net,Appliances,APPSEN5A4E1E8FE5C07
730974,Net,Women's Fashion,WOFGUL59BAAA9BC049E
730975,Valid,Men's Fashion,MEFKUR59ACDD2F7EF48
730976,Valid,Beauty & Grooming,BAGZEE5A38AEB4B871D
730977,Valid,Mobiles & Tablets,MATSAM5A3777F5349BF
730978,Net,Women's Fashion,WOFGUL59C24CC565C8B
730979,Net,Women's Fashion,WOFGUL59C24CF10AAE1
730980,Net,Women's Fashion,WOFGUL59BAAAB01D228
730981,Net,Women's Fashion,WOFICO59E9C3C87492E
730982,Net,Appliances,APPSUP59DF1CFE8FCA0
730983,Net,Men's Fashion,MEFRUB59ACB657531BA
730984,Valid,Men's Fashion,MEFMAR5A491BC02FBF7-M
730986,Net,Kids & Baby,KABHED59D384F999146
730987,Net,Men's Fashion,MEFBIS5A06C28DD4F8F
730988,Gross,Mobiles & Tablets,MATINF5A0ADCBFAC096
730989,Gross,Kids & Baby,KABRUB59ACAE1948102
730990,Gross,Mobiles & Tablets,MATHUA5A4625234D6B3
730991,Net,Computing,COMWOR5A1FB2A823177
730992,Net,Women's Fashion,WOFDEA5A44C01374512
730993,Net,Mobiles & Tablets,MATINF5A0ADCBFAC096
730994,Net,Women's Fashion,WOFGUL59AD7C3E294CF
730995,Net,Women's Fashion,WOFGUL59AD7C349487D
730996,Net,Women's Fashion,WOFGUL59ACD12BA323B
730997,Gross,Computing,COMSEA5A09949E2F97C
730998,Gross,Home & Living,HALDYN5A0029AE96EDB
730999,Gross,Home & Living,HALSHA59EDF30011A23
731000,Gross,Home & Living,HALSHO59F83725F3597
731001,Gross,Kids & Baby,KABZIQ59AC833DDE650
731002,Gross,Kids & Baby,KABSTI5A044B6EB3CDF
731003,Net,Appliances,APPANG59F34329A1B5B
731004,Net,Home & Living,HALHED59D38B255C5A9
731005,Gross,Computing,COMSEA5A09949E2F97C
731006,Gross,Women's Fashion,WOFALK5A12AD1A862EC
731007,Gross,Men's Fashion,MEFPRI59F0E4860E476-S
731009,Net,Men's Fashion,MEFSHO5A323384AFD0E
731010,Valid,Women's Fashion,WOFIMP5A069BB0AE1E8-L
731012,Valid,Kids & Baby,KABNAD59E0ABDFF21EA
731013,Valid,Kids & Baby,KABNAD59E0AB341B9D9
731014,Valid,Kids & Baby,KABDYN5A0029CDC41F5
731015,Net,Women's Fashion,WOFGUL59E490810883F
731016,Net,Women's Fashion,WOFGUL59AD7CE818E77
731017,Gross,Soghaat,SOGSND5A43754835FFC
731018,Gross,Soghaat,SOGSND5A43754835FFC
731019,Net,Women's Fashion,WOFALK59ACE203AA8CB
731020,Valid,Computing,COMHP59AD3396E9230
731021,Net,Beauty & Grooming,BAGFAS5A0D76E9101F7
731022,Gross,Mobiles & Tablets,MATWOR5A1FB2CA5738D
731023,Net,Mobiles & Tablets,MATWOR5A1FB2CA5738D
731024,Net,Beauty & Grooming,BAGZEE5A38AE8A2BD93
731025,Net,Beauty & Grooming,BAGBER59AC6F0A3B570
731026,Valid,Appliances,APPPAN5A27C2DF6B0A2
731027,Gross,Soghaat,SOGSND5A43754835FFC
731028,Valid,Women's Fashion,WOFALK59EE468231F84
731029,Valid,Women's Fashion,WOFALK59EE460C271C5
731030,Net,Women's Fashion,WOFGUL59AD7CFE28D93
731031,Net,Mobiles & Tablets,MATROM59DCD0CA7B341
731032,Net,Women's Fashion,WOFGUL59ACF707A331A
731033,Net,Appliances,APPWES59D4929D2DF84
731034,Net,Beauty & Grooming,BAGNAB59BB02AE76B65
731035,Net,Men's Fashion,MEFBIS5A06C28DD4F8F
731036,Net,Mobiles & Tablets,MATTEL5A462528E403F
731037,Valid,Mobiles & Tablets,MATHRT5A3A12B168A59
731038,Net,Superstore,PAM59F0572493D39
731039,Gross,Beauty & Grooming,BAGSAE5A002EFB9D798
731040,Net,Men's Fashion,MEFNAR59F72546671F8
731041,Net,Men's Fashion,MEFALH59ACE4B56F82F
731042,Valid,Home & Living,HALSHO59F8693436A53
731043,Valid,Home & Living,HALSHO59F869405A255
731044,Valid,Home & Living,HALSHO59F866C4AE70F
731045,Valid,Home & Living,HALSHO59F8690825C52
731046,Net,Health & Sports,HASONC59BA3E1B56590
731047,Net,Men's Fashion,MEFREL59AC079AE6C6F-L
731049,Net,Computing,COMHP59AD335CE2FB2
731050,Net,Home & Living,HALSHO59F82E0B3AEED
731051,Net,Appliances,APPNAT5A58538564FD7
731052,Valid,Women's Fashion,WOFDEA59F1ED66017E1
731053,Valid,Women's Fashion,WOFORI5A4236DB61662
731054,Valid,Women's Fashion,WOFGUL59C24CD204D8D
731055,Valid,Women's Fashion,WOFORI5A12AD6FA2E24-L
731057,Valid,Women's Fashion,WOFALK5A12AD1F93AFB
731058,Gross,Home & Living,HALSHO59F8693436A53
731059,Gross,Home & Living,HALSHO59F867778CFE7
731060,Gross,Home & Living,HALSHO59F8669F78A2D
731061,Valid,Women's Fashion,WOFALK59EE468B8C80C
731062,Net,Appliances,APPGAB59F9C5AD0518E
731063,Net,Home & Living,HALSHO59F8669F78A2D
731064,Net,Home & Living,HALSHO59F8693436A53
731065,Net,Home & Living,HALSHO59F867778CFE7
731066,Net,Beauty & Grooming,BAGANG5A5862EF08364
731067,Net,Women's Fashion,WOFSHO5A3234251B591
731068,Net,Soghaat,SOGCRY59ACB3BFA40EA
731069,Net,Superstore,AHM59C0C74B946D1
731070,Net,Superstore,AHM59C0C74835509
731071,Net,Home & Living,HALNAD59E0AAF0D2931
731072,Gross,Mobiles & Tablets,MATHUA5A0C4EEFA7A5B
731073,Valid,Mobiles & Tablets,MATINF5A3777E7DF316
731074,Gross,Mobiles & Tablets,MATHUA5A0C4EEFA7A5B
731075,Valid,Men's Fashion,MEFOXF5A5350635F282-XL
731077,Gross,Mobiles & Tablets,MATASA5A54B2843BCBD
731078,Gross,Home & Living,HALTEL59BA91AD7A4FF
731079,Net,Men's Fashion,MEFECH5A4B608481D6D-M
731081,Net,Men's Fashion,MEFREL59AC069536C08-M
731083,Net,Men's Fashion,MEFREL59AC069536C08-L
731085,Net,Women's Fashion,WOFGUL59BAAAFD0AEC3
731086,Net,Women's Fashion,WOFGUL59BAAAB3B5E15
731087,Gross,Appliances,APPSEN5A4E1E9122A70
731088,Valid,Men's Fashion,MEFWIN5A1E56C7320ED-XL
731090,Valid,Men's Fashion,MEFOXF5A5350635F282-XL
731092,Net,Men's Fashion,MEFBNB5A046DA911527-L
731094,Net,Men's Fashion,MEFECH5A4B608481D6D-L
731096,Net,Mobiles & Tablets,MATHUA5A0C4EEFA7A5B
731097,Net,Men's Fashion,MEFBNB5A046DA766A1C-M
731099,Net,Women's Fashion,WOFIMA59AC1D739025B-M
731101,Net,Women's Fashion,WOFDEA59F1ED66017E1
731102,Net,Health & Sports,HASQAR5A53698E5B971
731103,Valid,Women's Fashion,WOFALK59ACE1EC3D7AB
731104,Valid,Women's Fashion,WOFALK59ACE1FDCE6AD
731105,Valid,Women's Fashion,WOFALK5A12AD1EEE1DD
731106,Valid,Women's Fashion,WOFALK59ACD264B523C
731107,Net,Appliances,APPANE59D491BA3D18C
731108,Gross,Women's Fashion,WOFSPL5A43464C72EEB
731109,Net,Appliances,APPANE59BA8F31BC622
731110,Gross,Women's Fashion,WOFSPL5A43464C72EEB
731111,Valid,Women's Fashion,WOFALK5A12AD1EEE1DD
731112,Net,Men's Fashion,MEFOXF5A535056C1CB8-L
731114,Net,Men's Fashion,MEFOXF5A5350635F282-L
731116,Net,Soghaat,SOGALM5A2FD85A4436F
731117,Net,Soghaat,SOGAMB5A2E6713BB9AD
731118,Net,Home & Living,HALVAC5A09A152B67C0
731119,Net,Beauty & Grooming,BAGBUK5A013F7A618A1
731120,Gross,Appliances,APPWES5A043731B2D8A
731121,Valid,Home & Living,HALSHO59F82EA23FB6F
731124,Valid,Health & Sports,HASQAR5A53698E5B971
731125,Valid,Health & Sports,HASQAR5A53698D0BD6F
731126,Net,Health & Sports,HASQAR5A53697A43A60
731127,Gross,Women's Fashion,WOFLAL59E89824F361A
731128,Valid,Women's Fashion,WOFIMP5A0BF49001046-XL
731130,Net,Men's Fashion,MEFOXF5A5350591E2B7-M
731132,Net,Men's Fashion,MEFOXF5A53505E0FC0C-M
731134,Net,Men's Fashion,MEFOXF5A53505B76C7E-M
731136,Net,Women's Fashion,WOFSMA5A06C63543A52-M
731138,Gross,Men's Fashion,MEFWIN59C3B47B9E1AC-L
731140,Net,Health & Sports,HASTRE59AC81145C9FB
731141,Valid,Beauty & Grooming,BAGDOV5A099F4EF3FFA
731142,Valid,Beauty & Grooming,BAGKRO5A0AC7CFC931A
731143,Valid,Beauty & Grooming,BAGBER59DDB8237F6D4
731144,Valid,Kids & Baby,KABDYN5A0029C7D2C24
731145,Valid,Men's Fashion,MEFATA59FB003ACF81C-41
731147,Net,Home & Living,HALTHE59F8660FE69B4
731148,Valid,Home & Living,HALWES5A01B79931B35
731149,Net,Beauty & Grooming,BAGLAZ5A5496693BFAA
731150,Net,Beauty & Grooming,BAGSAE5A002F0483F62
731151,Net,Soghaat,SOGAMB5A311E52F2B2C
731152,Valid,Mobiles & Tablets,MATTEL5A462528E403F
731153,Valid,Mobiles & Tablets,MATTEL5A462528E403F
731154,Net,Home & Living,HALSHA59EDF306467C6
731155,Net,Mobiles & Tablets,MATTEL5A462528E403F
731156,Net,Home & Living,HALTHE59F80DF3E0AA6
731157,Gross,Entertainment,ENTPRO5A0D7E871C711
731158,Net,Health & Sports,HASQAR5A5369034ECAE
731159,Net,Beauty & Grooming,BAGLUX5A099F4E3D5CF
731160,Net,Beauty & Grooming,BAGDOV5A099F4EF3FFA
731161,Net,Superstore,SUN5A099F4D8C486
731162,Net,Health & Sports,HASQAR5A5369034ECAE
731163,Net,Beauty & Grooming,BAGLUX5A099F4E3D5CF
731164,Net,Beauty & Grooming,BAGDOV5A099F4EF3FFA
731165,Net,Superstore,SUN5A099F4D8C486
731166,Net,School & Education,SADLIB59AC3A41BDD09-S
731168,Net,School & Education,SADLIB59AC30C6EE8D6-26
731170,Net,Kids & Baby,KABHED59D384F999146
731171,Net,Kids & Baby,KABDYN5A0029C1EB523
731172,Net,Women's Fashion,WOFAEY5A0145A7AF2A0-41
731174,Net,Home & Living,HALSHO59F8669F78A2D
731175,Net,Home & Living,HALSHO59F8693436A53
731176,Net,Home & Living,HALSHO59F869373FFAC
731177,Net,Home & Living,HALHOM59DF3C258F9D6
731178,Net,Home & Living,HALSHO59F86630D88E5
731179,Valid,Home & Living,HALANG59F334B269F76
731180,Valid,Home & Living,HALSHO59F866ABDE4D9
731181,Valid,Home & Living,HALSHO59F866AF14BB7
731182,Valid,Beauty & Grooming,BAGBRA5A58531F83C1F
731183,Valid,Home & Living,HALSHO59F82EA23FB6F
731184,Valid,Women's Fashion,WOFVAL59AC1AF79095C-XL
731186,Valid,Women's Fashion,WOFSHO59FAFDF0D8F75
731187,Net,Beauty & Grooming,BAGSAE5A002EFB9D798
731188,Valid,Beauty & Grooming,BAGNIC59EF2E35D0DD7
731189,Net,Women's Fashion,WOFOXF59ADC8A5E9FA4-M
731191,Gross,Mobiles & Tablets,MATMY5A4A25654B737
731192,Gross,Mobiles & Tablets,MATMY5A4A254506FD4
731193,Gross,Mobiles & Tablets,MATOPP5A377845815A1
731194,Gross,Mobiles & Tablets,MATINF5A01A9F24E113
731195,Gross,Men's Fashion,MEFGEN59D29B9B423D8-11
731197,Valid,Others,OTHOTH5A0945D0A72F4
731198,Valid,Mobiles & Tablets,MATMOT59BA4FEEB29C8
731199,Valid,Superstore,MAX59F82C6083212
731200,Gross,Computing,COMHED59D489F396D01
731201,Gross,Computing,COMSEA5A09949E2F97C
731202,Net,Soghaat,SOGMAY5A2F7FCA292A0
731203,Net,Soghaat,SOGMAY5A2F7FDD9AB4C
731204,Net,Soghaat,SOGMAY5A2F7FDAAFCB9
731205,Valid,Beauty & Grooming,BAGLAZ5A5496621C4BA
731206,Valid,Beauty & Grooming,BAGCLI5A1EA3B014D41
731207,Gross,Kids & Baby,KABSHO59F82E21805A1
731208,Net,Women's Fashion,WOFSHO5A3233FF46982
731209,Net,Women's Fashion,WOFDEA59F1ED66017E1
731210,Gross,Women's Fashion,WOFJUN59BA6676ECA6F
731211,Valid,Mobiles & Tablets,MATSPA59BA2585D4D80
731212,Valid,Books,BKSTRA59F192793463E
731213,Valid,Men's Fashion,MEFROY59AD6771400E0
731214,Valid,Beauty & Grooming,BAGLUX5A099F4E3D5CF
731215,Gross,Mobiles & Tablets,MATINF5A0ADCBFAC096
731216,Valid,Mobiles & Tablets,MATHAR5A583C3EBD1A1
731217,Net,Women's Fashion,WOFBUY59D5EBF1D396E-M
731219,Net,Beauty & Grooming,BAGSAE5A002EFB9D798
731220,Net,Superstore,DET59F31AB0BCEDF
731221,Net,Superstore,SUN5A099F4D8C486
731222,Net,Home & Living,HALEMA59BA8E1448F5D
731223,Net,Superstore,TUX5A546B82B35BC
731224,Net,Superstore,KAR59E85CE43ACF1
731225,Net,Superstore,KAR59E85CA11E740
731226,Net,Superstore,KNO59D64DAF36939
731227,Net,Superstore,KNO59D64DAC18B6C
731228,Net,Superstore,TUX5A546B844ED96
731229,Net,Superstore,KAR59E85CC0AB72C
731230,Net,Mobiles & Tablets,MATPRO5A0D7E8C89E70
731231,Net,Mobiles & Tablets,MATMY5A4A2575806B4
731232,Net,Mobiles & Tablets,MATPRO5A0D7E8B98419
731233,Net,Men's Fashion,MEFRAF5A2A2D7767A7E-M
731235,Gross,Superstore,SEH59F82A15D60C0
731236,Gross,Home & Living,HALCLI5A1EA4DECC6C9
731237,Gross,Kids & Baby,KABSTI5A0447A77241F
731238,Gross,Kids & Baby,KABSTI5A0447A7C47F5
731239,Net,Health & Sports,HASDZI59AC853E86984
731240,Net,Soghaat,SOGAMB5A09BA25616A0
731241,Net,Beauty & Grooming,BAGDIN59BA2243D0885
731242,Valid,Health & Sports,HASWEB59AD6396C9769
731243,Net,Mobiles & Tablets,MATLEN5A000D61541EB
731244,Net,Appliances,APPNAT5A58538CEDCCC
731245,Net,Appliances,APPNAT5A018FEDA562F
731246,Net,Kids & Baby,KABNAD59E0AD0C99FE0
731247,Gross,Mobiles & Tablets,MATLEN5A000D63006BF
731248,Net,Beauty & Grooming,BAGNAB59BB02AE76B65
731249,Valid,Mobiles & Tablets,MATSAM59F9A332397EE
731250,Gross,Men's Fashion,MEFRED5A268DE81A76E-L
731252,Net,Home & Living,HALSHO59F86955CEB13
731253,Gross,Appliances,APPWES5A01B7921A323
731254,Valid,Men's Fashion,MEFRED5A268DE81A76E-L
731256,Valid,Men's Fashion,MEFSHA59ADDD076C0C9
731257,Valid,Men's Fashion,MEFSHA59ADDCDE9BF69
731258,Valid,Men's Fashion,MEFSHA59ADDCB1D7F0B
731259,Gross,Men's Fashion,MEFWIN59CE3A715270E
731260,Net,Men's Fashion,MEFOXF5A535060ED574-M
731262,Net,Men's Fashion,MEFOXF5A5350591E2B7-M
731264,Net,Men's Fashion,MEFOXF5A5350667430D-M
731266,Gross,Appliances,APPCAM59BA8ECCD23F0
731267,Valid,Women's Fashion,WOFMAU5A37998A06171-Not_Applicable
731269,Gross,Mobiles & Tablets,MATMI5A377824E3EAD
731270,Valid,Mobiles & Tablets,MATMI5A377824E3EAD
731271,Gross,Home & Living,HALDYN5A0029AD3B5BB
731272,Gross,Kids & Baby,KABSTI5A044B6EB3CDF
731273,Valid,Women's Fashion,WOFLAL5A2E7296E0182
731274,Valid,Women's Fashion,WOFMUN5A3BA5CA26504
731275,Net,Men's Fashion,MEFOXF5A535056C1CB8-S
731277,Net,Men's Fashion,MEFOXF5A535060ED574-S
731279,Net,Men's Fashion,MEFOXF5A5350667430D-S
731281,Net,Men's Fashion,MEFOXF5A53505B76C7E-S
731283,Net,Kids & Baby,KABPLA5A3A060065094
731284,Net,Mobiles & Tablets,MATMI5A3777777C44E
731285,Valid,Computing,COMAUD5A4B23E85EA4B
731286,Gross,Men's Fashion,MEFDEA59D38D8F0DB9F-L
731288,Gross,Kids & Baby,KABBAB59AC63A34703C
