"Location_id","Place Name","City","County","State","Region","Zip"
20877,Altamont,Altamont,Labette,KS,Midwest,67330
20878,Greeneville,Greeneville,Greene,TN,South,37745
20879,Shamrock,Shamrock,Wheeler,TX,South,79079
20880,Prospect Hill,Prospect Hill,Caswell,NC,South,27314
20881,Luverne,Luverne,Crenshaw,AL,South,36049
20882,Bacova,Bacova,Bath,VA,South,24412
20883,North Royalton,North Royalton,Cuyahoga,OH,Midwest,44133
20884,Burns,Burns,Harney,OR,West,97720
20885,Roscoe,Roscoe,St. Clair,MO,Midwest,64781
20886,Hopkins,Hopkins,Allegan,MI,Midwest,49328
20887,Kirkland,Kirkland,Yavapai,AZ,West,86332
20888,Samuels,Samuels,Bonner,ID,West,83862
20889,Mountville,Mountville,Lancaster,PA,Northeast,17554
20890,Bridgeport,Bridgeport,Fairfield,CT,Northeast,6699
20891,Springfield,Springfield,Sangamon,IL,Midwest,62777
20892,Keisterville,Keisterville,Fayette,PA,Northeast,15449
20893,El Nido,El Nido,Merced,CA,West,95317
20894,Esbon,Esbon,Jewell,KS,Midwest,66941
20895,Oviedo,Oviedo,Seminole,FL,South,32765
20896,Fort White,Fort White,Columbia,FL,South,32038
20897,Seguin,Seguin,Guadalupe,TX,South,78155
20898,Agency,Agency,Wapello,IA,Midwest,52530
20899,Detroit,Detroit,Wayne,MI,Midwest,48255
20900,Rapids City,Rapids City,Rock Island,IL,Midwest,61278
20901,Florence,Florence,Rutland,VT,Northeast,5744
20902,Austin,Austin,Delta,CO,West,81410
20903,San Jose,San Jose,Santa Clara,CA,West,95109
20904,Lowell,Lowell,Middlesex,MA,Northeast,1851
20905,Tupelo,Tupelo,Coal,OK,South,74572
20906,Saint Louis,Saint Louis,St. Louis,MO,Midwest,63117
20907,Northland,Northland,Northland,MI,Midwest,49869
20908,Nashville,Nashville,Davidson,TN,South,37210
20909,Taylor,Taylor,Loup,NE,Midwest,68879
20910,San Bernardino,San Bernardino,San Bernardino,CA,West,92407
20911,West Point,West Point,Orange,NY,Northeast,10996
20912,Wamego,Wamego,Pottawatomie,KS,Midwest,66547
20913,Dickson,Dickson,Dickson,TN,South,37056
20914,Allentown,Allentown,Allegany,NY,Northeast,14707
20915,Jamaica Plain,Jamaica Plain,Suffolk,MA,Northeast,2130
20916,Mount Laurel,Mount Laurel,Burlington,NJ,Northeast,8054
20917,Villa Ridge,Villa Ridge,Pulaski,IL,Midwest,62996
20918,Wilton,Wilton,Monroe,WI,Midwest,54670
20919,Tupelo,Tupelo,Lee,MS,South,38801
20920,Marydel,Marydel,Kent,DE,South,19964
20921,Dallas,Dallas,Dallas,TX,South,75388
20922,Soperton,Soperton,Treutlen,GA,South,30457
20923,Dallas,Dallas,Dallas,TX,South,75250
20924,Denver,Denver,Jefferson,CO,West,80228
20925,Correctionville,Correctionville,Woodbury,IA,Midwest,51016
20926,Stamford,Stamford,Fairfield,CT,Northeast,6902
20927,Ralston,Ralston,Park,WY,West,82440
20928,South Bend,South Bend,Young,TX,South,76481
20929,East Otto,East Otto,Cattaraugus,NY,Northeast,14729
20930,Estell Manor,Estell Manor,Atlantic,NJ,Northeast,8319
20931,Horsham,Horsham,Montgomery,PA,Northeast,19044
20932,Lancaster,Lancaster,Coos,NH,Northeast,3584
20933,Tacoma,Tacoma,Pierce,WA,West,98431
20934,Atlanta,Atlanta,DeKalb,GA,South,30366
20935,Purcell,Purcell,Jasper,MO,Midwest,64857
20936,Slocum,Slocum,Washington,RI,Northeast,2877
20937,Point Lay,Point Lay,North Slope,AK,West,99759
20938,Cassoday,Cassoday,Butler,KS,Midwest,66842
20939,White Plains,White Plains,Westchester,NY,Northeast,10603
20940,Kenilworth,Kenilworth,Union,NJ,Northeast,7033
20941,White Water,White Water,Riverside,CA,West,92282
20942,Capitol Heights,Capitol Heights,Prince George's,MD,South,20731
20943,Chico,Chico,Butte,CA,West,95976
20944,Long Beach,Long Beach,Los Angeles,CA,West,90805
20945,Warner Robins,Warner Robins,Houston,GA,South,31099
20946,Goody,Goody,Goody,KY,South,41529
20947,Saint Regis,Saint Regis,Mineral,MT,West,59866
20948,Pinehurst,Pinehurst,Montgomery,TX,South,77362
20949,Glendale,Glendale,Maricopa,AZ,West,85311
20950,Miami,Miami,Miami,FL,South,33222
20951,Sheffield,Sheffield,Caledonia,VT,Northeast,5866
20952,Triplett,Triplett,Chariton,MO,Midwest,65286
20953,Keystone,Keystone,Pennington,SD,Midwest,57751
20954,Mobile,Mobile,Mobile,AL,South,36624
20955,Wadena,Wadena,Fayette,IA,Midwest,52169
20956,Detroit,Detroit,Wayne,MI,Midwest,48217
20957,Corinth,Corinth,Alcorn,MS,South,38835
20958,Glenview,Glenview,Jefferson,KY,South,40025
20959,Kermit,Kermit,Mingo,WV,South,25674
20960,Bradenton,Bradenton,Manatee,FL,South,34201
20961,Liberty,Liberty,Putnam,WV,South,25124
20962,Beaver Dam,Beaver Dam,Dodge,WI,Midwest,53917
20963,Crocker,Crocker,Pulaski,MO,Midwest,65452
20964,Biglerville,Biglerville,Adams,PA,Northeast,17307
20965,Delmar,Delmar,Winston,AL,South,35551
20966,Ada,Ada,Pontotoc,OK,South,74821
20967,Eagle River,Eagle River,Anchorage Municipality,AK,West,99577
20968,Centerville,Centerville,Klickitat,WA,West,98613
20969,Early Branch,Early Branch,Hampton,SC,South,29916
20970,Ozark,Ozark,Dale,AL,South,36361
20971,Washington,Washington,District of Columbia,DC,South,20392
20972,Clearwater,Clearwater,Pinellas,FL,South,33763
20973,Cleveland,Cleveland,Russell,VA,South,24225
20974,Troy,Troy,Madison,IL,Midwest,62294
20975,Driscoll,Driscoll,Nueces,TX,South,78351
20976,Brunswick,Brunswick,Glynn,GA,South,31524
20977,Waterford,Waterford,Oxford,ME,Northeast,4088
20978,Blairsden-Graeagle,Blairsden-Graeagle,Plumas,CA,West,96103
20979,Carmel Valley,Carmel Valley,Monterey,CA,West,93924
20980,West Monroe,West Monroe,Ouachita,LA,South,71294
20981,Tannersville,Tannersville,Monroe,PA,Northeast,18372
20982,Olney Springs,Olney Springs,Crowley,CO,West,81062
20983,Pilot Mound,Pilot Mound,Boone,IA,Midwest,50223
20984,Warne,Warne,Clay,NC,South,28909
20985,Heathsville,Heathsville,Northumberland,VA,South,22473
20986,East Tallassee,East Tallassee,Tallapoosa,AL,South,36023
20987,Puyallup,Puyallup,Pierce,WA,West,98374
20988,Clear,Clear,Denali,AK,West,99704
20989,Brooker,Brooker,Bradford,FL,South,32622
20990,Cypress,Cypress,Jackson,FL,South,32432
20991,Deer Park,Deer Park,Washington,AL,South,36529
20992,Nobleboro,Nobleboro,Lincoln,ME,Northeast,4555
20993,Wewela,Wewela,Tripp,SD,Midwest,57578
20994,Crystal Bay,Crystal Bay,Hennepin,MN,Midwest,55323
20995,Santa Rosa,Santa Rosa,Sonoma,CA,West,95407
20996,Toone,Toone,Hardeman,TN,South,38381
20997,Tefft,Tefft,Jasper,IN,Midwest,46380
20998,Puxico,Puxico,Stoddard,MO,Midwest,63960
20999,Salineno,Salineno,Starr,TX,South,78585
21000,Plymouth,Plymouth,Luzerne,PA,Northeast,18651
21001,Gainesville,Gainesville,Gainesville,VA,South,22065
21002,Eureka,Eureka,Humboldt,CA,West,95502
21003,Omaha,Omaha,Douglas,NE,Midwest,68101
21004,Delhi,Delhi,Merced,CA,West,95315
21005,Long Beach,Long Beach,Nassau,NY,Northeast,11561
21006,Cherry Point,Cherry Point,Craven,NC,South,28533
21007,Spring Valley,Spring Valley,San Diego,CA,West,91976
21008,Boston,Boston,Suffolk,MA,Northeast,2297
21009,Hawarden,Hawarden,Sioux,IA,Midwest,51023
21010,Hudson,Hudson,Summit,OH,Midwest,44236
21011,Fairfax,Fairfax,Fairfax,VA,South,22035
21012,Wadmalaw Island,Wadmalaw Island,Charleston,SC,South,29487
21013,Albany,Albany,Albany,NY,Northeast,12241
21014,La Grange,La Grange,Lee,AR,South,72352
21015,Milwaukee,Milwaukee,Milwaukee,WI,Midwest,53263
21016,Peachtree City,Peachtree City,Fayette,GA,South,30269
21017,Wasola,Wasola,Ozark,MO,Midwest,65773
21018,Peoria,Peoria,Peoria,IL,Midwest,61634
21019,Sweet Springs,Sweet Springs,Sweet Springs,WV,South,24980
21020,Sacramento,Sacramento,Sacramento,CA,West,94208
21021,Dingmans Ferry,Dingmans Ferry,Pike,PA,Northeast,18328
21022,Marion,Marion,Grant,IN,Midwest,46953
21023,Berthoud,Berthoud,Larimer,CO,West,80513
21024,Portsmouth,Portsmouth,Rockingham,NH,Northeast,3804
21025,Roopville,Roopville,Carroll,GA,South,30170
21026,Early,Early,Brown,TX,South,76802
21027,Saint Hilaire,Saint Hilaire,Pennington,MN,Midwest,56754
21028,Imperial Beach,Imperial Beach,San Diego,CA,West,91933
21029,Washington,Washington,District of Columbia,DC,South,20437
21030,Huntington,Huntington,Emery,UT,West,84528
21031,Atlanta,Atlanta,Fulton,GA,South,30378
21032,Pingree,Pingree,Bingham,ID,West,83262
21033,Sterling,Sterling,Wayne,OH,Midwest,44276
21034,New London,New London,Rusk,TX,South,75682
21035,Tiltonsville,Tiltonsville,Jefferson,OH,Midwest,43963
21036,Dawson,Dawson,Sangamon,IL,Midwest,62520
21037,Whalan,Whalan,Whalan,MN,Midwest,55986
21038,Boonville,Boonville,Cooper,MO,Midwest,65233
21039,Lyons,Lyons,Burleson,TX,South,77863
21040,Sebring,Sebring,Highlands,FL,South,33870
21041,Fulks Run,Fulks Run,Rockingham,VA,South,22830
21042,Lamont,Lamont,Jefferson,FL,South,32336
21043,Truman,Truman,Martin,MN,Midwest,56088
21044,Lincoln,Lincoln,Lancaster,NE,Midwest,68514
21045,Lyons,Lyons,Minnehaha,SD,Midwest,57041
21046,Frankfort,Frankfort,Marshall,KS,Midwest,66427
21047,Hadley,Hadley,Hadley,MN,Midwest,56133
21048,Hammon,Hammon,Roger Mills,OK,South,73650
21049,Hawi,Hawi,Hawaii,HI,West,96719
21050,Spencerport,Spencerport,Monroe,NY,Northeast,14559
21051,Suplee,Suplee,Chester,PA,Northeast,19371
21052,Hennepin,Hennepin,Putnam,IL,Midwest,61327
21053,Eckhart Mines,Eckhart Mines,Allegany,MD,South,21528
21054,Albany,Albany,Albany,NY,Northeast,12204
21055,Bagwell,Bagwell,Red River,TX,South,75412
21056,Combined Locks,Combined Locks,Outagamie,WI,Midwest,54113
21057,Elgin,Elgin,Erie,PA,Northeast,16413
21058,Tulsa,Tulsa,Tulsa,OK,South,74187
21059,Jackson,Jackson,Hinds,MS,South,39225
21060,Annabella,Annabella,Sevier,UT,West,84711
21061,Elliston,Elliston,Roanoke,VA,South,24087
21062,Normal,Normal,McLean,IL,Midwest,61790
21063,Crosby,Crosby,Amite,MS,South,39633
21064,Green Ridge,Green Ridge,Pettis,MO,Midwest,65332
21065,Indianapolis,Indianapolis,Marion,IN,Midwest,46202
21066,Lynn,Lynn,Polk,NC,South,28750
21067,Austin,Austin,Lonoke,AR,South,72007
21068,Holton,Holton,Ripley,IN,Midwest,47023
21069,South Edmeston,South Edmeston,South Edmeston,NY,Northeast,13466
21070,Celina,Celina,Mercer,OH,Midwest,45822
21071,Springville,Springville,Erie,NY,Northeast,14141
21072,Lansing,Lansing,Ingham,MI,Midwest,48918
21073,Memphis,Memphis,Shelby,TN,South,38135
21074,Bellefontaine,Bellefontaine,Webster,MS,South,39737
21075,Rye,Rye,Pueblo,CO,West,81069
21076,Oklahoma City,Oklahoma City,Oklahoma,OK,South,73184
21077,Humeston,Humeston,Wayne,IA,Midwest,50123
21078,Mayville,Mayville,Chautauqua,NY,Northeast,14757
21079,Valmora,Valmora,Mora,NM,West,87750
21080,Black Oak,Black Oak,Craighead,AR,South,72414
21081,Island Park,Island Park,Fremont,ID,West,83429
21082,Lawton,Lawton,Comanche,OK,South,73507
21083,Cowan,Cowan,Franklin,TN,South,37318
21084,Caliente,Caliente,Lincoln,NV,West,89008
21085,Kyburz,Kyburz,El Dorado,CA,West,95720
21086,Branch,Branch,Lake,MI,Midwest,49402
21087,Corn,Corn,Washita,OK,South,73024
21088,Dallas,Dallas,Dallas,TX,South,75342
21089,Fairdale,Fairdale,Walsh,ND,Midwest,58229
21090,Rice Lake,Rice Lake,Barron,WI,Midwest,54868
21091,Noxapater,Noxapater,Winston,MS,South,39346
21092,Murfreesboro,Murfreesboro,Hertford,NC,South,27855
21093,Green Spring,Green Spring,Hampshire,WV,South,26722
21094,Chambersville,Chambersville,Indiana,PA,Northeast,15723
21095,Bud,Bud,Wyoming,WV,South,24716
21096,Anchorage,Anchorage,Anchorage Municipality,AK,West,99521
21097,Novelty,Novelty,Geauga,OH,Midwest,44073
21098,Churubusco,Churubusco,Whitley,IN,Midwest,46723
21099,Hackensack,Hackensack,Bergen,NJ,Northeast,7601
21100,Houston,Houston,Harris,TX,South,77018
21101,Wells,Wells,Cherokee,TX,South,75976
21102,Fullerton,Fullerton,Fullerton,CA,West,92634
21103,De Witt,De Witt,Saline,NE,Midwest,68341
21104,Wilton,Wilton,Little River,AR,South,71865
21105,Oak Hall,Oak Hall,Accomack,VA,South,23396
21106,Birchrunville,Birchrunville,Chester,PA,Northeast,19421
21107,Follett,Follett,Lipscomb,TX,South,79034
21108,Joppa,Joppa,Massac,IL,Midwest,62953
21109,Branchville,Branchville,Perry,IN,Midwest,47514
21110,Vineland,Vineland,Cumberland,NJ,Northeast,8362
21111,Tire Hill,Tire Hill,Somerset,PA,Northeast,15959
21112,Mingo Junction,Mingo Junction,Jefferson,OH,Midwest,43938
21113,Agra,Agra,Lincoln,OK,South,74824
21114,Crescent City,Crescent City,Putnam,FL,South,32112
21115,Fort Wayne,Fort Wayne,Allen,IN,Midwest,46864
21116,Brooklyn,Brooklyn,Kings,NY,Northeast,11244
21117,Russell,Russell,Greenup,KY,South,41169
21118,Northbrook,Northbrook,Cook,IL,Midwest,60065
21119,Sacramento,Sacramento,Sacramento,CA,West,94257
21120,North New Portland,North New Portland,Somerset,ME,Northeast,4961
21121,Cold Brook,Cold Brook,Herkimer,NY,Northeast,13324
21122,Pratts,Pratts,Madison,VA,South,22731
21123,Rhinehart,Rhinehart,Catahoula,LA,South,71363
21124,Bennett,Bennett,Chatham,NC,South,27208
21125,Whitharral,Whitharral,Hockley,TX,South,79380
21126,Bangor,Bangor,Northampton,PA,Northeast,18013
21127,Hague,Hague,Warren,NY,Northeast,12836
21128,Sadieville,Sadieville,Scott,KY,South,40370
21129,Atlanta,Atlanta,Fulton,GA,South,30363
21130,Faith,Faith,Rowan,NC,South,28041
21131,Monroe,Monroe,Ouachita,LA,South,71212
21132,Nashville,Nashville,Davidson,TN,South,37224
21133,Boise,Boise,Ada,ID,West,83723
21134,Taylor,Taylor,Williamson,TX,South,76574
21135,Boonton,Boonton,Morris,NJ,Northeast,7005
21136,Rocky Point,Rocky Point,Pender,NC,South,28457
21137,Avant,Avant,Osage,OK,South,74001
21138,Piedmont,Piedmont,Wayne,MO,Midwest,63957
21139,Kingsport,Kingsport,Sullivan,TN,South,37663
21140,Salitpa,Salitpa,Clarke,AL,South,36570
21141,Middletown,Middletown,Orange,NY,Northeast,10941
21142,Hurley,Hurley,Grant,NM,West,88043
21143,Woodruff,Woodruff,Navajo,AZ,West,85942
21144,Leander,Leander,Travis,TX,South,78645
21145,Logan,Logan,Hocking,OH,Midwest,43138
21146,Mc Grath,Mc Grath,Aitkin,MN,Midwest,56350
21147,Schulenburg,Schulenburg,Fayette,TX,South,78956
21148,Wichita Falls,Wichita Falls,Wichita,TX,South,76301
21149,Westfield,Westfield,Tioga,PA,Northeast,16950
21150,Isabel,Isabel,Barber,KS,Midwest,67065
21151,Atlanta,Atlanta,DeKalb,GA,South,30345
21152,Ernul,Ernul,Craven,NC,South,28527
21153,Omaha,Omaha,Douglas,NE,Midwest,68152
21154,Mc Donald,Mc Donald,Bradley,TN,South,37353
21155,Wilkesville,Wilkesville,Vinton,OH,Midwest,45695
21156,Pensacola,Pensacola,Escambia,FL,South,32509
21157,Magnolia,Magnolia,Pike,MS,South,39652
21158,Forest Ranch,Forest Ranch,Butte,CA,West,95942
21159,Keenesburg,Keenesburg,Weld,CO,West,80643
21160,Moreno Valley,Moreno Valley,Riverside,CA,West,92551
21161,Durham,Durham,Durham,NC,South,27701
21162,Neche,Neche,Pembina,ND,Midwest,58265
21163,Crescent,Crescent,Klamath,OR,West,97733
21164,Wilmington,Wilmington,New Castle,DE,South,19896
21165,Diamond Springs,Diamond Springs,El Dorado,CA,West,95619
21166,Skipperville,Skipperville,Dale,AL,South,36374
21167,Battle Creek,Battle Creek,Calhoun,MI,Midwest,49016
21168,Tulsa,Tulsa,Tulsa,OK,South,74119
21169,Baltimore,Baltimore,Baltimore,MD,South,21284
21170,Burbank,Burbank,Walla Walla,WA,West,99323
21171,Plymouth,Plymouth,Plymouth,MA,Northeast,2361
21172,Waverley,Waverley,Middlesex,MA,Northeast,2179
21173,Atglen,Atglen,Chester,PA,Northeast,19310
21174,Albany,Albany,Albany,NY,Northeast,12256
21175,Hawthorne,Hawthorne,Los Angeles,CA,West,90251
21176,Correll,Correll,Big Stone,MN,Midwest,56227
21177,Richmond,Richmond,Wayne,IN,Midwest,47374
21178,Shambaugh,Shambaugh,Page,IA,Midwest,51651
21179,Elmo,Elmo,Nodaway,MO,Midwest,64445
21180,New York City,New York City,New York,NY,Northeast,10270
21181,Edna,Edna,Labette,KS,Midwest,67342
21182,Morgantown,Morgantown,Monongalia,WV,South,26503
21183,Detroit,Detroit,Wayne,MI,Midwest,48232
21184,Manahawkin,Manahawkin,Ocean,NJ,Northeast,8050
21185,Oakley,Oakley,Cassia,ID,West,83346
21186,Beverly Hills,Beverly Hills,Los Angeles,CA,West,90212
21187,Glenwood,Glenwood,Volusia,FL,South,32722
21188,Polo,Polo,Caldwell,MO,Midwest,64671
21189,Dayton,Dayton,Montgomery,OH,Midwest,45402
21190,Springfield,Springfield,Sangamon,IL,Midwest,62766
21191,Ashuelot,Ashuelot,Cheshire,NH,Northeast,3441
21192,Merit,Merit,Hunt,TX,South,75458
21193,Talala,Talala,Rogers,OK,South,74080
21194,Florala,Florala,Covington,AL,South,36442
21195,Hurleyville,Hurleyville,Sullivan,NY,Northeast,12747
21196,Youngstown,Youngstown,Mahoning,OH,Midwest,44514
21197,Manhattan,Manhattan,Riley,KS,Midwest,66503
21198,Fishersville,Fishersville,Augusta,VA,South,22939
21199,Unityville,Unityville,Lycoming,PA,Northeast,17774
21200,Townville,Townville,Crawford,PA,Northeast,16360
21201,Bethel,Bethel,Pitt,NC,South,27812
21202,Sacramento,Sacramento,Sacramento,CA,West,94284
21203,Jay,Jay,Franklin,ME,Northeast,4239
21204,Nichols,Nichols,Tioga,NY,Northeast,13812
21205,Riverbank,Riverbank,Stanislaus,CA,West,95367
21206,Seminole,Seminole,Seminole,FL,South,34642
21207,Littleton,Littleton,Arapahoe,CO,West,80122
21208,Albany,Albany,Albany,NY,Northeast,12230
21209,Alto,Alto,Habersham,GA,South,30510
21210,Carrollton,Carrollton,Pickens,AL,South,35447
21211,Marysville,Marysville,Marshall,KS,Midwest,66555
21212,Tulsa,Tulsa,Tulsa,OK,South,74145
21213,Alton Bay,Alton Bay,Belknap,NH,Northeast,3810
21214,Ellijay,Ellijay,Gilmer,GA,South,30540
21215,Saint Louis,Saint Louis,Saint Louis,MO,Midwest,63190
21216,Somerset,Somerset,Orange,VA,South,22972
21217,Alder,Alder,Madison,MT,West,59710
21218,Las Cruces,Las Cruces,Doña Ana,NM,West,88012
21219,Thousand Oaks,Thousand Oaks,Ventura,CA,West,91358
21220,Dodgeville,Dodgeville,Iowa,WI,Midwest,53595
21221,Ames,Ames,Ames,KS,Midwest,66931
21222,Perham,Perham,Otter Tail,MN,Midwest,56573
21223,New Orleans,New Orleans,Orleans,LA,South,70114
21224,Canterbury,Canterbury,Merrimack,NH,Northeast,3224
21225,Flovilla,Flovilla,Butts,GA,South,30216
21226,Elmore City,Elmore City,Elmore City,OK,South,73035
21227,Wapella,Wapella,De Witt,IL,Midwest,61777
21228,Poughkeepsie,Poughkeepsie,Dutchess,NY,Northeast,12603
21229,Nevada City,Nevada City,Nevada,CA,West,95959
21230,Yorktown,Yorktown,York,VA,South,23692
21231,Mamaroneck,Mamaroneck,Westchester,NY,Northeast,10543
21232,Lorida,Lorida,Highlands,FL,South,33857
21233,Coy,Coy,Lonoke,AR,South,72037
21234,Bon Aqua,Bon Aqua,Hickman,TN,South,37025
21235,Long Branch,Long Branch,Panola,TX,South,75669
21236,Smithville,Smithville,Monroe,MS,South,38870
21237,York,York,York,PA,Northeast,17407
21238,Ashland,Ashland,Boyd,KY,South,41101
21239,Hastings,Hastings,Barry,MI,Midwest,49058
21240,Winchendon Springs,Winchendon Springs,Worcester,MA,Northeast,1477
21241,Austin,Austin,Travis,TX,South,78762
21242,Naples,Naples,Collier,FL,South,34105
21243,Hygiene,Hygiene,Boulder,CO,West,80533
21244,Jemison,Jemison,Chilton,AL,South,35085
21245,Washington,Washington,District of Columbia,DC,South,20415
21246,Doylestown,Doylestown,Doylestown,PA,Northeast,18902
21247,Windham,Windham,Rockingham,NH,Northeast,3087
21248,Dowell,Dowell,Calvert,MD,South,20629
21249,Venus,Venus,Venango,PA,Northeast,16364
21250,San Diego,San Diego,San Diego,CA,West,92116
21251,Lavalette,Lavalette,Wayne,WV,South,25535
21252,Mineral Bluff,Mineral Bluff,Fannin,GA,South,30559
21253,Oakland,Oakland,Warren,KY,South,42159
21254,Warren,Warren,Washington,VT,Northeast,5674
21255,Frostproof,Frostproof,Polk,FL,South,33843
21256,Detroit,Detroit,Wayne,MI,Midwest,48206
21257,Forkland,Forkland,Greene,AL,South,36740
21258,Denver,Denver,Denver,CO,West,80220
21259,Arcadia,Arcadia,Trempealeau,WI,Midwest,54612
21260,Lancaster,Lancaster,Fairfield,OH,Midwest,43130
21261,Sterling,Sterling,Loudoun,VA,South,20163
21262,Rock Springs,Rock Springs,Sweetwater,WY,West,82902
21263,Mohawk,Mohawk,McDowell,WV,South,24862
21264,Rock Camp,Rock Camp,Lawrence,OH,Midwest,45675
21265,Germantown,Germantown,Shelby,TN,South,38139
21266,Columbus,Columbus,Columbus,GA,South,31900
21267,Cedar Rapids,Cedar Rapids,Linn,IA,Midwest,52498
21268,San Rafael,San Rafael,Marin,CA,West,94912
21269,West Jordan,West Jordan,Salt Lake,UT,West,84088
21270,Idaho City,Idaho City,Boise,ID,West,83631
21271,Mc Shan,Mc Shan,Pickens,AL,South,35471
21272,Manakin Sabot,Manakin Sabot,Goochland,VA,South,23103
21273,Pilger,Pilger,Stanton,NE,Midwest,68768
21274,Baltimore,Baltimore,Baltimore (city),MD,South,21223
21275,Kansas City,Kansas City,Jackson,MO,Midwest,64128
21276,Peaster,Peaster,Parker,TX,South,76485
21277,Glyndon,Glyndon,Clay,MN,Midwest,56547
21278,Raywick,Raywick,Marion,KY,South,40060
21279,Kenner,Kenner,Jefferson,LA,South,70062
21280,Baldwin,Baldwin,Banks,GA,South,30511
21281,Memphis,Memphis,Shelby,TN,South,38112
21282,Boulder,Boulder,Boulder,CO,West,80321
21283,Nuevo,Nuevo,Riverside,CA,West,92567
21284,Springfield,Springfield,Hampden,MA,Northeast,1108
21285,Winter Park,Winter Park,Grand,CO,West,80482
21286,Felicity,Felicity,Clermont,OH,Midwest,45120
21287,Portsmouth,Portsmouth,Rockingham,NH,Northeast,214
21288,Saint Louis,Saint Louis,St. Louis,MO,Midwest,63133
21289,Houston,Houston,Harris,TX,South,77052
21290,Cannonsburg,Cannonsburg,Kent,MI,Midwest,49317
21291,Rushville,Rushville,Fairfield,OH,Midwest,43150
21292,Mora,Mora,Natchitoches,LA,South,71455
21293,Mechanicsburg,Mechanicsburg,Cumberland,PA,Northeast,17050
21294,Cook Station,Cook Station,Crawford,MO,Midwest,65449
21295,Kinta,Kinta,Haskell,OK,South,74552
21296,Eufaula,Eufaula,McIntosh,OK,South,74432
21297,Creston,Creston,Lincoln,WA,West,99117
21298,Abbottstown,Abbottstown,Adams,PA,Northeast,17301
21299,House Springs,House Springs,Jefferson,MO,Midwest,63051
21300,Bath,Bath,Clinton,MI,Midwest,48808
21301,Marionville,Marionville,Northampton,VA,South,23408
21302,Roxbury,Roxbury,Delaware,NY,Northeast,12474
21303,Stuttgart,Stuttgart,Phillips,KS,Midwest,67670
21304,Newark,Newark,Essex,NJ,Northeast,7197
21305,Avalon,Avalon,Ellis,TX,South,76623
21306,Steff,Steff,Steff,KY,South,42780
21307,Lincoln,Lincoln,Lancaster,NE,Midwest,68544
21308,Minersville,Minersville,Schuylkill,PA,Northeast,17954
21309,Yonkers,Yonkers,Westchester,NY,Northeast,10702
21310,Derry,Derry,Westmoreland,PA,Northeast,15627
21311,Eden,Eden,Marshall,SD,Midwest,57232
21312,Waco,Waco,McLennan,TX,South,76711
21313,Raleigh,Raleigh,Wake,NC,South,27636
21314,Drummond,Drummond,Granite,MT,West,59832
21315,New Salisbury,New Salisbury,Harrison,IN,Midwest,47161
21316,Auburn,Auburn,Nemaha,NE,Midwest,68305
21317,Sterling,Sterling,Logan,CO,West,80751
21318,Pocatello,Pocatello,Bannock,ID,West,83205
21319,Shelton,Shelton,Buffalo,NE,Midwest,68876
21320,Lattimore,Lattimore,Cleveland,NC,South,28089
21321,Village,Village,Richmond,VA,South,22570
21322,Hartford,Hartford,Washington,NY,Northeast,12838
21323,Stockton,Stockton,San Joaquin,CA,West,95215
21324,Slocomb,Slocomb,Geneva,AL,South,36375
21325,Pennsboro,Pennsboro,Ritchie,WV,South,26415
21326,Lancaster,Lancaster,Erie,NY,Northeast,14086
21327,Fairview,Fairview,Sanpete,UT,West,84629
21328,Huntington Station,Huntington Station,Suffolk,NY,Northeast,11750
21329,Danville,Danville,Vermilion,IL,Midwest,61834
21330,Norris,Norris,Madison,MT,West,59745
21331,Lipscomb,Lipscomb,Lipscomb,TX,South,79056
21332,Glenwood,Glenwood,Pike,AR,South,71943
21333,Sunbury,Sunbury,Gates,NC,South,27979
21334,Almond,Almond,Swain,NC,South,28702
21335,Bromide,Bromide,Johnston,OK,South,74530
21336,Canton,Canton,Stark,OH,Midwest,44709
21337,Boise,Boise,Ada,ID,West,83757
21338,Goshen,Goshen,Cape May,NJ,Northeast,8218
21339,Arkville,Arkville,Delaware,NY,Northeast,12406
21340,Monticello,Monticello,Drew,AR,South,71656
21341,Statesboro,Statesboro,Bulloch,GA,South,30458
21342,Jackson,Jackson,Madison,TN,South,38308
21343,Washington,Washington,District of Columbia,DC,South,20418
21344,Princeton,Princeton,Mercer,NJ,Northeast,8541
21345,Crestone,Crestone,Saguache,CO,West,81131
21346,Newark,Newark,New Castle,DE,South,19713
21347,Hurst,Hurst,Williamson,IL,Midwest,62949
21348,Amiret,Amiret,Amiret,MN,Midwest,56112
21349,Gifford,Gifford,McKean,PA,Northeast,16732
21350,Almo,Almo,Calloway,KY,South,42020
21351,Tacoma,Tacoma,Pierce,WA,West,98415
21352,New Orleans,New Orleans,Jefferson,LA,South,70141
21353,Peoria,Peoria,Peoria,IL,Midwest,61653
21354,New York City,New York City,New York,NY,Northeast,10101
21355,South Newbury,South Newbury,Merrimack,NH,Northeast,3272
21356,Penn Yan,Penn Yan,Yates,NY,Northeast,14527
21357,Baltimore,Baltimore,Baltimore (city),MD,South,21298
21358,Charlotte,Charlotte,Mecklenburg,NC,South,28202
21359,Clinton,Clinton,East Feliciana,LA,South,70722
21360,Wilber,Wilber,Saline,NE,Midwest,68465
21361,Aiken,Aiken,Floyd,TX,South,79221
21362,Jersey City,Jersey City,Hudson,NJ,Northeast,7303
21363,Palo Verde,Palo Verde,Imperial,CA,West,92266
21364,Goshen,Goshen,Elkhart,IN,Midwest,46527
